City,San_Francisco_,Half_Moon_Bay_,San_Jose_,Fremont_,Palo_Alto,Berkeley_,San_Mateo_,Oakland_
Ridgecrest_Heights_Ridgecrest93555_,634.0,625.0,566.0,591.0,592.0,622.0,612.0,615.0
Edmundson_Acres93203_,482.0,473.0,414.0,439.0,440.0,470.0,461.0,463.0
Port_Costa,50.4,94.1,105.0,81.2,100.0,34.3,77.5,40.7
Calpine96124_,353.0,396.0,404.0,380.0,402.0,337.0,380.0,343.0
City_of_Industry,645.0,637.0,577.0,602.0,603.0,633.0,624.0,626.0
Yolo,141.0,184.0,192.0,168.0,190.0,124.0,168.0,131.0
Hood95639_,137.0,198.0,183.0,159.0,188.0,122.0,181.0,122.0
Homewood_Canyon,673.0,665.0,605.0,630.0,631.0,661.0,652.0,654.0
Samoa95564_,442.0,483.0,513.0,490.0,507.0,441.0,484.0,448.0
Cherokee_Strip93263_,432.0,424.0,364.0,390.0,391.0,421.0,411.0,414.0
Burnt_Ranch95527_,483.0,527.0,535.0,511.0,533.0,467.0,510.0,473.0
Las_Flores,706.0,697.0,638.0,663.0,664.0,694.0,684.0,687.0
Kirkwood,284.0,307.0,292.0,268.0,296.0,269.0,289.0,270.0
Trinity_Center96091_,451.0,495.0,503.0,479.0,500.0,435.0,478.0,441.0
Mettler93313_,474.0,466.0,406.0,432.0,433.0,463.0,453.0,456.0
Vina96092_,283.0,326.0,334.0,310.0,332.0,267.0,310.0,273.0
Timber_Cove95450_,149.0,190.0,220.0,198.0,214.0,149.0,192.0,155.0
Honcut95966_,226.0,270.0,278.0,254.0,276.0,210.0,254.0,217.0
Pajaro_Dunes95076_,147.0,112.0,81.4,105.0,97.7,151.0,118.0,143.0
Monterey_Park_Tract_Ceres95307_,153.0,164.0,149.0,125.0,154.0,141.0,147.0,135.0
Camptonville95922_,273.0,316.0,324.0,300.0,322.0,257.0,300.0,263.0
Westside93624_,307.0,299.0,239.0,264.0,265.0,295.0,286.0,288.0
Martell95642_,193.0,217.0,201.0,177.0,206.0,179.0,199.0,179.0
Mountain_Meadows_Bakersfield93306_,475.0,467.0,407.0,433.0,434.0,463.0,454.0,457.0
Trowbridge95659_,174.0,218.0,226.0,202.0,224.0,158.0,201.0,164.0
California_,335.0,338.0,279.0,307.0,305.0,323.0,329.0,317.0
Greenhorn95971_,400.0,444.0,452.0,428.0,450.0,384.0,427.0,390.0
Dos_Palos_Y93620_,215.0,206.0,146.0,172.0,173.0,203.0,193.0,196.0
Bombay_Beach92257_,883.0,874.0,815.0,840.0,841.0,871.0,862.0,864.0
Mineral,365.0,409.0,417.0,393.0,415.0,349.0,392.0,356.0
2727_Turkey_Cove_Rd_Bradley93426_,313.0,296.0,237.0,262.0,263.0,308.0,284.0,300.0
Castella96017_,422.0,465.0,473.0,449.0,471.0,406.0,449.0,412.0
Tecopa,848.0,840.0,780.0,806.0,806.0,836.0,827.0,830.0
Fort_Bidwell96112_,653.0,697.0,705.0,681.0,703.0,637.0,680.0,644.0
Philo95466_,195.0,236.0,266.0,244.0,260.0,195.0,238.0,201.0
Pine_Flat93207_,470.0,462.0,403.0,428.0,429.0,458.0,450.0,451.0
238_California_Avenue_Jolon93928_
Richvale95974_,246.0,289.0,297.0,273.0,295.0,230.0,273.0,236.0
Spreckels93908_,180.0,164.0,104.0,129.0,130.0,175.0,151.0,167.0
Elmira,94.4,138.0,146.0,122.0,144.0,78.3,121.0,84.7
Valley_Home95361_,158.0,169.0,154.0,130.0,159.0,146.0,152.0,140.0
Paradise95969_,275.0,319.0,327.0,302.0,324.0,259.0,302.0,265.0
Sisquoc93454_,442.0,426.0,366.0,392.0,393.0,437.0,413.0,429.0
Benbow95542_,325.0,367.0,396.0,374.0,390.0,325.0,368.0,331.0
Mono_City93541_,461.0,505.0,466.0,442.0,511.0,445.0,488.0,452.0
Montgomery_Creek96065_,401.0,445.0,453.0,428.0,450.0,385.0,428.0,391.0
La_Grange95329_,194.0,205.0,190.0,166.0,194.0,182.0,187.0,175.0
Tomales94971_,91.7,133.0,163.0,141.0,157.0,91.5,135.0,97.9
Hiouchi95531_,587.0,628.0,658.0,635.0,652.0,586.0,629.0,593.0
Bloomfield94952_,87.0,129.0,158.0,136.0,152.0,86.8,130.0,93.2
Stevinson95374_,188.0,199.0,159.0,160.0,186.0,176.0,182.0,170.0
Little_River,243.0,285.0,315.0,292.0,309.0,243.0,286.0,249.0
Amador_City,209.0,225.0,210.0,185.0,214.0,193.0,207.0,199.0
Markleeville,329.0,373.0,334.0,310.0,378.0,313.0,356.0,319.0
Volta93635_,187.0,185.0,125.0,150.0,151.0,175.0,172.0,168.0
Monson93618_,350.0,353.0,294.0,322.0,320.0,338.0,344.0,332.0
Alpine_Village96120_,319.0,362.0,324.0,300.0,368.0,303.0,346.0,309.0
Adin96006_,512.0,555.0,563.0,539.0,561.0,495.0,539.0,502.0
Clio96106_,370.0,413.0,421.0,397.0,419.0,353.0,397.0,360.0
Rumsey95679_,165.0,209.0,217.0,193.0,215.0,149.0,192.0,155.0
Goodmanville_Rd_Round_Mountain_Road93308_,468.0,460.0,400.0,425.0,426.0,456.0,447.0,449.0
East_Nicolaus95659_,173.0,217.0,225.0,201.0,223.0,157.0,200.0,164.0
Fort_Washington_Fresno93730_,298.0,301.0,241.0,270.0,268.0,286.0,291.0,279.0
Ocotillo92259_,942.0,934.0,874.0,900.0,901.0,930.0,921.0,924.0
Rackerby95972_,248.0,291.0,299.0,275.0,297.0,231.0,275.0,238.0
Centerville93657_,324.0,327.0,267.0,295.0,293.0,312.0,317.0,305.0
Verdi96111_,339.0,383.0,391.0,367.0,389.0,323.0,366.0,330.0
Los_Berros93420_,409.0,393.0,334.0,359.0,360.0,405.0,381.0,397.0
Lodoga95979_,235.0,279.0,286.0,262.0,284.0,219.0,262.0,225.0
East_Shore96137_,395.0,439.0,447.0,423.0,445.0,379.0,422.0,385.0
Artois95913_,238.0,282.0,290.0,266.0,288.0,222.0,266.0,229.0
Olancha93549_,690.0,682.0,622.0,647.0,648.0,678.0,669.0,671.0
Ruth95552_,471.0,515.0,523.0,499.0,521.0,455.0,498.0,462.0
Aspen_Springs93546_,535.0,578.0,540.0,516.0,584.0,519.0,562.0,525.0
Spalding_Tract96130_,475.0,519.0,526.0,502.0,524.0,459.0,502.0,465.0
Pike95960_,277.0,321.0,329.0,304.0,326.0,261.0,304.0,267.0
Elk_Creek,259.0,303.0,311.0,287.0,309.0,243.0,287.0,250.0
College_City95912_,171.0,214.0,222.0,198.0,220.0,154.0,198.0,161.0
Litchfield96117_,485.0,529.0,537.0,513.0,534.0,469.0,512.0,475.0
Igo96047_,358.0,402.0,409.0,385.0,407.0,342.0,385.0,348.0
Flournoy96029_,292.0,336.0,344.0,319.0,341.0,276.0,319.0,282.0
Bieber96009_,492.0,536.0,544.0,519.0,541.0,476.0,519.0,482.0
Sierra_City96125_,325.0,369.0,376.0,352.0,374.0,309.0,352.0,315.0
Farmington,159.0,170.0,155.0,131.0,159.0,147.0,152.0,140.0
Snelling95369_,205.0,216.0,201.0,177.0,206.0,193.0,199.0,187.0
Tupman93276_,438.0,430.0,370.0,395.0,396.0,426.0,417.0,419.0
Hardwick93230_,337.0,329.0,269.0,294.0,295.0,325.0,316.0,318.0
Vallecito,219.0,230.0,215.0,191.0,220.0,208.0,213.0,201.0
Bluewater92242_,1002.0,993.0,934.0,959.0,960.0,990.0,981.0,983.0
Keswick_Shasta96001_,359.0,403.0,411.0,387.0,409.0,343.0,386.0,350.0
Choctaw_Valley_Bakersfield93308_,469.0,461.0,401.0,427.0,428.0,457.0,448.0,451.0
Nicolaus95659_,173.0,217.0,225.0,201.0,223.0,157.0,200.0,163.0
Hyampom96046_,458.0,502.0,510.0,486.0,508.0,442.0,486.0,449.0
Pumpkin_Center93313_,458.0,449.0,390.0,415.0,416.0,446.0,436.0,439.0
Lindcove93221_,388.0,391.0,331.0,359.0,357.0,376.0,381.0,369.0
Mt_Bullion95338_,260.0,271.0,236.0,231.0,260.0,248.0,253.0,241.0
Gazelle,474.0,518.0,526.0,502.0,524.0,458.0,501.0,464.0
Myers_Flat95554_,372.0,414.0,443.0,421.0,437.0,372.0,415.0,378.0
Daphnedale_Park96101_,577.0,621.0,629.0,605.0,627.0,561.0,604.0,567.0
Rail_Rd_Flat,227.0,237.0,222.0,198.0,227.0,212.0,220.0,213.0
Big_Creek93605_,364.0,367.0,308.0,336.0,334.0,352.0,358.0,346.0
Big_Bend96011_,431.0,475.0,483.0,459.0,481.0,415.0,458.0,422.0
Mt_Laguna91948_,889.0,881.0,821.0,847.0,847.0,877.0,868.0,871.0
Big_Lagoon95570_,485.0,526.0,556.0,534.0,550.0,485.0,528.0,491.0
Stones_Landing96130_,486.0,529.0,537.0,513.0,535.0,469.0,513.0,476.0
Three_Rocks93608_,270.0,262.0,202.0,227.0,228.0,258.0,249.0,251.0
El_Adobe_St_Bakersfield93307_,466.0,457.0,398.0,423.0,424.0,454.0,445.0,447.0
McKittrick,420.0,412.0,352.0,377.0,378.0,408.0,399.0,401.0
Washington95986_,267.0,311.0,319.0,294.0,316.0,251.0,294.0,257.0
Round_Mountain,395.0,439.0,447.0,423.0,445.0,379.0,422.0,385.0
Monmouth93725_,318.0,318.0,258.0,284.0,284.0,306.0,311.0,299.0
Dutch_Flat,236.0,280.0,288.0,264.0,286.0,220.0,263.0,226.0
Moskowite_Corner94558_,99.1,143.0,154.0,130.0,149.0,83.0,126.0,89.4
Greenview,530.0,574.0,582.0,558.0,580.0,514.0,557.0,520.0
Chinese_Camp95327_,213.0,224.0,209.0,185.0,213.0,201.0,206.0,194.0
Bear_Creek95340_,214.0,225.0,190.0,185.0,214.0,202.0,207.0,195.0
Lee_Vining93541_,470.0,514.0,475.0,451.0,520.0,454.0,497.0,461.0
Rutherford,100.0,144.0,161.0,137.0,150.0,84.0,127.0,90.4
Kingvale96161_,277.0,321.0,329.0,305.0,327.0,261.0,304.0,268.0
Furnace_Creek92328_,820.0,811.0,752.0,777.0,778.0,808.0,798.0,801.0
North_San_Juan,260.0,304.0,312.0,287.0,309.0,244.0,287.0,250.0
Milford96121_,451.0,495.0,503.0,479.0,501.0,435.0,478.0,441.0
C-Road96106_,373.0,417.0,425.0,401.0,423.0,357.0,400.0,363.0
Wawona95389_,341.0,352.0,296.0,313.0,322.0,329.0,335.0,322.0
Long_Barn95335_,249.0,260.0,245.0,221.0,250.0,238.0,243.0,231.0
Guinda,157.0,201.0,209.0,185.0,207.0,141.0,184.0,147.0
Macdoel,522.0,566.0,574.0,549.0,571.0,506.0,549.0,512.0
Alleghany95910_,294.0,338.0,346.0,322.0,344.0,278.0,321.0,285.0
Tonyville93247_,390.0,394.0,334.0,362.0,360.0,378.0,384.0,372.0
Kennedy_Meadows93527_,610.0,602.0,542.0,567.0,568.0,598.0,589.0,591.0
Twin_Lakes,121.0,80.9,55.6,79.2,71.8,125.0,92.5,117.0
Downieville95936_,305.0,348.0,356.0,332.0,354.0,289.0,332.0,295.0
Winterhaven92283_,1044.0,1036.0,976.0,1001.0,1002.0,1032.0,1023.0,1026.0
Cherokee95965_,265.0,309.0,317.0,293.0,315.0,249.0,292.0,255.0
Johannesburg,614.0,605.0,546.0,571.0,572.0,602.0,593.0,595.0
Alderpoint95511_,357.0,398.0,428.0,406.0,422.0,356.0,400.0,363.0
Crescent_Mills,415.0,459.0,467.0,443.0,465.0,399.0,442.0,405.0
Gold_Mountain96122_,373.0,417.0,425.0,400.0,422.0,357.0,400.0,363.0
Searles_Valley93562_,663.0,655.0,595.0,620.0,621.0,651.0,642.0,644.0
Fellows93224_,437.0,428.0,369.0,394.0,395.0,425.0,416.0,418.0
Hat_Creek96040_,440.0,484.0,492.0,468.0,490.0,424.0,467.0,431.0
Palo_Verde92266_,991.0,983.0,923.0,949.0,950.0,979.0,970.0,973.0
Bear_Valley95223_,285.0,296.0,281.0,257.0,286.0,273.0,279.0,267.0
New_Pine_Creek97635_,638.0,682.0,690.0,666.0,688.0,622.0,665.0,628.0
Jovista93215_,423.0,416.0,356.0,381.0,382.0,411.0,403.0,404.0
Sunny_Slopes93546_,537.0,581.0,542.0,518.0,587.0,521.0,564.0,527.0
Keddie95971_,422.0,466.0,474.0,450.0,472.0,406.0,449.0,412.0
Proberta96035_,290.0,334.0,342.0,318.0,340.0,274.0,317.0,281.0
Woody93287_,462.0,452.0,392.0,418.0,419.0,450.0,439.0,443.0
Weott95571_,363.0,405.0,435.0,412.0,429.0,363.0,406.0,370.0
Bear_Valley95223_,285.0,296.0,281.0,257.0,286.0,273.0,279.0,267.0
Randsburg,610.0,602.0,542.0,568.0,569.0,598.0,589.0,592.0
Lake_Davis96122_,384.0,428.0,436.0,412.0,434.0,368.0,411.0,375.0
Sierra_Village95346_,245.0,256.0,241.0,217.0,246.0,234.0,239.0,227.0
Darwin93522_,743.0,735.0,675.0,701.0,701.0,731.0,722.0,725.0
Bradley93426_,297.0,281.0,221.0,246.0,247.0,292.0,268.0,284.0
Waukena93274_,381.0,373.0,313.0,339.0,340.0,370.0,360.0,363.0
Ono96047_,365.0,408.0,416.0,392.0,414.0,348.0,392.0,355.0
Mabie96122_,383.0,427.0,435.0,411.0,433.0,367.0,410.0,373.0
Stonyford95979_,247.0,291.0,299.0,275.0,297.0,231.0,274.0,237.0
Rodriguez_Camp93215_,425.0,418.0,359.0,384.0,385.0,413.0,406.0,406.0
Volcano95689_,213.0,237.0,221.0,197.0,226.0,199.0,219.0,199.0
Hornitos95325_,228.0,239.0,224.0,200.0,228.0,216.0,221.0,209.0
Weitchpec95546_,546.0,590.0,598.0,574.0,596.0,530.0,573.0,536.0
Carrick96094_,461.0,505.0,513.0,489.0,511.0,445.0,489.0,452.0
Strawberry,20.8,62.4,104.0,81.8,73.3,32.7,50.9,39.1
Cartago93549_,695.0,687.0,627.0,652.0,653.0,683.0,674.0,676.0
Tuttle95340_,216.0,227.0,193.0,188.0,217.0,205.0,210.0,198.0
Goodyears_Bar95944_,299.0,342.0,350.0,326.0,348.0,283.0,326.0,289.0
Nicasio94946_,51.9,93.5,123.0,101.0,117.0,51.7,94.9,58.1
Whitehawk96106_,366.0,410.0,418.0,394.0,416.0,350.0,393.0,356.0
Whitley_Gardens93446_,344.0,328.0,268.0,294.0,294.0,339.0,315.0,331.0
Panorama_Heights93260_,474.0,466.0,407.0,432.0,433.0,462.0,454.0,455.0
Prattville95923_,385.0,429.0,437.0,413.0,434.0,369.0,412.0,375.0
Paskenta96074_,302.0,346.0,354.0,330.0,352.0,286.0,329.0,293.0
Casmalia,443.0,427.0,368.0,393.0,394.0,439.0,415.0,431.0
Sattley96124_,346.0,389.0,397.0,373.0,395.0,330.0,373.0,336.0
Soda_Springs95728_,282.0,325.0,333.0,309.0,331.0,266.0,309.0,272.0
Ponderosa93265_,511.0,504.0,444.0,469.0,470.0,499.0,491.0,492.0
El_Rancho93247_,396.0,399.0,339.0,367.0,365.0,384.0,389.0,377.0
Mt_Hebron96058_,520.0,563.0,571.0,547.0,569.0,504.0,547.0,510.0
Paynes_Creek96075_,336.0,379.0,387.0,363.0,385.0,319.0,363.0,326.0
Edgewood96094_,465.0,508.0,516.0,492.0,514.0,449.0,492.0,455.0
Leggett95585_,292.0,334.0,363.0,341.0,357.0,292.0,335.0,298.0
Pierpoint93265_,451.0,454.0,394.0,422.0,420.0,439.0,444.0,432.0
Garey93454_,439.0,423.0,363.0,388.0,389.0,434.0,410.0,426.0
Coulterville95311_,228.0,239.0,224.0,200.0,228.0,216.0,222.0,209.0
Lake_City95959_,256.0,299.0,307.0,283.0,305.0,240.0,283.0,246.0
Lookout96054_,503.0,546.0,554.0,530.0,552.0,487.0,530.0,493.0
Tennant96058_,522.0,566.0,574.0,550.0,572.0,506.0,549.0,513.0
Mohawk_Vista,382.0,426.0,434.0,410.0,432.0,366.0,410.0,373.0
Knights_Ferry95361_,187.0,198.0,183.0,159.0,187.0,175.0,180.0,168.0
California_,335.0,338.0,279.0,307.0,305.0,323.0,329.0,317.0
Nubieber,488.0,531.0,539.0,515.0,537.0,472.0,515.0,478.0
Glennville,485.0,477.0,417.0,442.0,443.0,473.0,464.0,466.0
Sequoia_Crest93265_,467.0,470.0,410.0,439.0,436.0,455.0,460.0,448.0
Robinson_Mills95966_,268.0,312.0,320.0,296.0,318.0,252.0,295.0,258.0
Valley_Ranch96106_,368.0,412.0,420.0,396.0,418.0,352.0,395.0,358.0
McClenney_Tract93260_,472.0,465.0,405.0,431.0,431.0,460.0,452.0,454.0
Tooleville93221_,384.0,387.0,327.0,355.0,353.0,372.0,377.0,365.0
Yosemite_West95389_,351.0,362.0,317.0,323.0,344.0,339.0,344.0,332.0
Sereno_del_Mar94923_,114.0,155.0,185.0,163.0,179.0,114.0,157.0,120.0
Mountain_Center92561_,778.0,769.0,710.0,735.0,736.0,766.0,756.0,759.0
Crane_Creek_California_,78.4,120.0,150.0,127.0,144.0,78.2,121.0,84.6
California_Hot_Springs93207_,465.0,458.0,399.0,424.0,425.0,453.0,445.0,447.0
Keeler93530_,722.0,713.0,654.0,679.0,680.0,710.0,701.0,703.0
Franklin95757_,163.0,197.0,182.0,158.0,187.0,147.0,180.0,128.0
Post_Mountain96041_,410.0,454.0,462.0,438.0,460.0,394.0,438.0,401.0
Dales96080_,321.0,365.0,373.0,348.0,370.0,305.0,348.0,311.0
Taylorsville95983_,424.0,468.0,476.0,452.0,474.0,408.0,451.0,414.0
Tancred95607_,149.0,193.0,201.0,177.0,199.0,133.0,176.0,140.0
Little_Valley96056_,495.0,538.0,546.0,522.0,544.0,479.0,522.0,485.0
Shoshone,855.0,847.0,787.0,812.0,813.0,843.0,834.0,836.0
Alta_Sierra95949_,224.0,267.0,275.0,251.0,273.0,207.0,251.0,214.0
California_,335.0,338.0,279.0,307.0,305.0,323.0,329.0,317.0
Platina96076_,372.0,415.0,423.0,399.0,421.0,355.0,399.0,362.0
Eagleville96110_,632.0,676.0,684.0,660.0,682.0,616.0,660.0,623.0
Madeline96119_,575.0,619.0,627.0,603.0,625.0,559.0,602.0,566.0
Floriston96111_,321.0,364.0,372.0,348.0,370.0,305.0,348.0,311.0
Bucks_Lake,443.0,487.0,495.0,470.0,492.0,427.0,470.0,433.0
Old_Station96071_,419.0,463.0,471.0,447.0,469.0,403.0,446.0,409.0
Redcrest95569_,374.0,416.0,446.0,423.0,440.0,374.0,417.0,381.0
Carmet94923_,113.0,155.0,184.0,162.0,178.0,113.0,156.0,119.0
California_,335.0,338.0,279.0,307.0,305.0,323.0,329.0,317.0
