Templeton,337.0,321.0,261.0,287.0,287.0,332.0,308.0,324.0
Midway_City,670.0,662.0,602.0,627.0,628.0,658.0,649.0,651.0
Plumas_Lake95961_,186.0,230.0,238.0,214.0,236.0,170.0,213.0,176.0
Heber92249_,967.0,958.0,899.0,924.0,925.0,955.0,946.0,948.0
Rolling_Hills_Estates,640.0,632.0,572.0,597.0,598.0,628.0,619.0,621.0
Spring_Valley_Lake92395_,684.0,675.0,616.0,641.0,642.0,672.0,662.0,665.0
Topanga,618.0,610.0,550.0,575.0,576.0,606.0,597.0,599.0
Orland95963_,252.0,296.0,304.0,280.0,302.0,236.0,279.0,242.0
Corning96021_,273.0,316.0,324.0,300.0,322.0,257.0,300.0,263.0
Guadalupe,424.0,408.0,349.0,374.0,375.0,420.0,395.0,411.0
Westlake_Village,618.0,602.0,542.0,567.0,568.0,614.0,589.0,605.0
Interlaken95076_,145.0,110.0,79.3,103.0,95.6,149.0,116.0,140.0
Pismo_Beach,393.0,377.0,317.0,343.0,344.0,388.0,364.0,380.0
Thousand_Palms92276_,799.0,791.0,731.0,757.0,757.0,787.0,778.0,781.0
Firebaugh93622_,242.0,234.0,174.0,200.0,201.0,230.0,221.0,224.0
El_Camino_Village,632.0,624.0,564.0,589.0,590.0,620.0,611.0,613.0
Gold_River95670_,165.0,209.0,217.0,193.0,215.0,149.0,192.0,156.0
Earlimart93219_,406.0,398.0,338.0,364.0,365.0,394.0,385.0,387.0
Good_Hope92570_,732.0,724.0,664.0,689.0,690.0,720.0,711.0,713.0
Yreka96097_,502.0,546.0,554.0,530.0,552.0,486.0,530.0,493.0
Boyes_Hot_Springs95476_,75.0,117.0,146.0,124.0,140.0,74.8,118.0,81.2
Alta_Sierra95949_,224.0,267.0,275.0,251.0,273.0,207.0,251.0,214.0
Cherry_Valley,737.0,729.0,669.0,694.0,695.0,725.0,716.0,718.0
Paradise95969_,275.0,319.0,327.0,302.0,324.0,259.0,302.0,265.0
Oroville_East95966_,253.0,297.0,305.0,281.0,303.0,237.0,281.0,244.0
Camp_Pendleton_North,772.0,763.0,704.0,729.0,730.0,760.0,751.0,753.0
South_San_Gabriel91770_,630.0,622.0,562.0,587.0,588.0,618.0,609.0,611.0
Pinon_Hills,652.0,644.0,584.0,610.0,611.0,641.0,631.0,634.0
Ojai93023_,576.0,560.0,501.0,526.0,527.0,572.0,547.0,563.0
1_Grand_Ave_San_Luis_Obispo93407_,373.0,357.0,297.0,323.0,324.0,368.0,344.0,360.0
Fairfax94930_,33.2,74.8,106.0,83.7,100.0,34.6,77.8,41.0
Cotati94931_,75.9,117.0,147.0,125.0,141.0,75.7,119.0,82.1
Larkfield-Wikiup,99.7,141.0,171.0,149.0,165.0,99.5,143.0,106.0
Sebastopol95472_,88.6,130.0,160.0,138.0,154.0,88.4,132.0,94.8
Ben_Lomond,121.0,84.7,55.5,79.1,71.7,125.0,92.4,117.0
Kentfield,29.1,70.7,103.0,80.5,97.0,31.4,74.5,37.8
Gridley95948_,227.0,270.0,278.0,254.0,276.0,210.0,254.0,217.0
Nuevo92567_,732.0,723.0,664.0,689.0,690.0,720.0,711.0,713.0
Escalon95320_,152.0,163.0,148.0,124.0,153.0,141.0,146.0,134.0
Woodlake93286_,377.0,380.0,320.0,349.0,347.0,365.0,370.0,358.0
Lake_Mathews92570_,710.0,702.0,642.0,667.0,668.0,698.0,689.0,691.0
Hughson95326_,160.0,171.0,156.0,132.0,161.0,148.0,154.0,142.0
Joshua_Tree92252_,797.0,789.0,729.0,754.0,755.0,785.0,776.0,778.0
East_Foothills,86.9,74.0,11.6,29.2,37.3,77.0,58.0,68.8
Franklin95757_,163.0,197.0,182.0,158.0,187.0,147.0,180.0,128.0
Oceano,400.0,383.0,324.0,349.0,350.0,395.0,371.0,387.0
Mammoth_Lakes93546_,517.0,561.0,522.0,498.0,567.0,501.0,544.0,508.0
Sausalito94965_,15.8,57.3,98.5,86.9,68.3,37.8,45.8,44.2
Calipatria92233_,922.0,914.0,854.0,879.0,880.0,910.0,901.0,903.0
Atherton,49.3,32.5,36.0,25.7,6.8,67.0,20.4,55.4
Winters95694_,110.0,154.0,162.0,138.0,160.0,94.2,137.0,101.0
Vandenberg_Village93436_,463.0,447.0,387.0,412.0,413.0,458.0,434.0,450.0
Fort_Bragg95437_,264.0,305.0,335.0,313.0,329.0,264.0,307.0,270.0
Mira_Monte,572.0,556.0,496.0,521.0,522.0,567.0,543.0,559.0
Bermuda_Dunes92203_,811.0,803.0,743.0,769.0,770.0,799.0,790.0,793.0
Acton93510_,613.0,604.0,545.0,570.0,571.0,601.0,591.0,594.0
Loomis,179.0,223.0,231.0,207.0,229.0,163.0,206.0,169.0
Contra_Costa_Centre,43.2,86.9,82.6,58.5,84.7,28.4,70.3,29.1
Homeland,739.0,730.0,671.0,696.0,697.0,727.0,717.0,720.0
Lemoore_Station,329.0,320.0,261.0,286.0,287.0,317.0,308.0,310.0
Crescent_City,572.0,613.0,643.0,620.0,637.0,571.0,615.0,578.0
Fowler93625_,312.0,315.0,255.0,284.0,282.0,300.0,305.0,293.0
Thermalito95965_,244.0,288.0,296.0,272.0,293.0,228.0,271.0,234.0
Castroville,172.0,128.0,96.4,122.0,123.0,167.0,143.0,159.0
Ladera_Heights,621.0,613.0,553.0,578.0,579.0,609.0,600.0,602.0
San_Martin95046_,118.0,102.0,41.9,67.2,68.1,113.0,88.8,105.0
Lucas_Valley-Marinwood94903_,39.2,80.8,111.0,88.2,105.0,39.1,82.2,45.5
Pollock_Pines95726_,228.0,272.0,280.0,256.0,278.0,212.0,255.0,218.0
El_Rio93036_,582.0,566.0,506.0,532.0,533.0,578.0,553.0,569.0
Aptos95003_,127.0,91.8,60.9,84.5,77.1,130.0,97.8,122.0
Hilmar95324_,176.0,187.0,172.0,148.0,176.0,164.0,169.0,157.0
Colusa95932_,194.0,238.0,246.0,222.0,244.0,178.0,221.0,185.0
Monrovia,634.0,625.0,566.0,591.0,592.0,622.0,613.0,615.0
Wilton,171.0,204.0,189.0,165.0,193.0,155.0,186.0,161.0
Camino_Tassajara_California_,57.7,80.1,72.8,48.7,79.9,42.9,62.6,43.6
Huron93234_,314.0,306.0,246.0,271.0,272.0,302.0,293.0,296.0
Highgrove92507_,702.0,694.0,634.0,660.0,660.0,690.0,681.0,684.0
Willows95988_,226.0,270.0,278.0,253.0,275.0,253.0,216.0
Palm_Desert,809.0,800.0,741.0,766.0,767.0,797.0,788.0,790.0
Pleasure_Point,123.0,88.0,57.0,80.7,73.3,126.0,94.0,118.0
Oak_View,581.0,564.0,505.0,530.0,531.0,576.0,552.0,568.0
Hidden_Valley_Lake,156.0,198.0,219.0,195.0,207.0,142.0,185.0,148.0
Saranap_Lafayette,39.5,83.2,79.9,55.8,80.9,24.6,66.5,25.3
Eucalyptus_Hills92040_,831.0,822.0,763.0,788.0,789.0,819.0,810.0,812.0
Solvang93463_,479.0,463.0,403.0,429.0,429.0,474.0,450.0,466.0
Lucerne_Valley92356_,719.0,710.0,651.0,676.0,677.0,707.0,697.0,700.0
Gustine95322_,170.0,181.0,136.0,142.0,162.0,158.0,164.0,151.0
Durham,261.0,305.0,313.0,289.0,311.0,245.0,288.0,252.0
Jamul,843.0,835.0,775.0,800.0,801.0,831.0,822.0,824.0
California_,335.0,338.0,279.0,307.0,305.0,323.0,329.0,317.0
Cottonwood96022_,323.0,367.0,375.0,351.0,373.0,307.0,350.0,313.0
Rancho_Calaveras95252_,181.0,192.0,177.0,152.0,181.0,169.0,174.0,162.0
West_Modesto,143.0,154.0,138.0,114.0,143.0,131.0,136.0,124.0
Rancho_Murieta95683_,181.0,225.0,209.0,185.0,213.0,165.0,208.0,172.0
Villa_Park,669.0,660.0,601.0,626.0,627.0,657.0,647.0,650.0
Garnet_Palm_Springs92240_,788.0,780.0,720.0,746.0,747.0,776.0,767.0,770.0
El_Granada,41.2,6.3,70.0,64.7,47.4,58.9,26.4,56.9
East_Pasadena91107_,627.0,618.0,559.0,584.0,585.0,615.0,606.0,608.0
Fig_Garden_Fresno93704_,292.0,296.0,236.0,264.0,262.0,280.0,286.0,274.0
Holtville92250_,968.0,959.0,900.0,925.0,926.0,956.0,947.0,949.0
Dos_Palos93620_,222.0,214.0,154.0,180.0,180.0,211.0,201.0,204.0
East_Porterville93257_,419.0,422.0,362.0,390.0,388.0,407.0,412.0,400.0
La_Habra_Heights,651.0,643.0,583.0,609.0,610.0,639.0,630.0,633.0
St_Helena94574_,107.0,150.0,168.0,143.0,156.0,90.4,134.0,96.8
Williams95987_,184.0,227.0,235.0,211.0,233.0,167.0,211.0,174.0
Banadelle_Ranchos_Bonadelle_Ranchos-Madera_Ranchos93636_,275.0,278.0,219.0,247.0,245.0,263.0,269.0,256.0
Cambria,373.0,357.0,297.0,323.0,324.0,368.0,344.0,360.0
Keyes,157.0,168.0,153.0,129.0,158.0,145.0,151.0,139.0
Ione,183.0,206.0,191.0,167.0,196.0,168.0,189.0,169.0
Mayflower_Village,636.0,628.0,568.0,593.0,594.0,624.0,615.0,617.0
Happy_Valley,340.0,384.0,392.0,368.0,390.0,324.0,367.0,330.0
Helendale92342_,655.0,647.0,587.0,613.0,614.0,643.0,634.0,637.0
Burbank95128_,79.8,59.9,6.6,30.9,30.2,76.6,50.9,68.4
Yosemite_Lakes,291.0,301.0,242.0,263.0,268.0,279.0,285.0,272.0
Palermo,238.0,282.0,290.0,266.0,288.0,222.0,265.0,229.0
Strawberry,20.8,62.4,104.0,81.8,73.3,32.7,50.9,39.1
Twin_Lakes,121.0,80.9,55.6,79.2,71.8,125.0,92.5,117.0
Woodside,49.2,25.4,40.8,33.8,18.2,67.0,20.3,64.9
Boulder_Creek95006_,109.0,72.7,50.1,73.7,59.6,119.0,80.3,111.0
Mayfair93703_,301.0,304.0,244.0,273.0,271.0,289.0,294.0,282.0
Kensington,28.9,72.6,84.3,61.9,78.4,5.0,56.0,19.2
Oakhurst93644_,309.0,320.0,264.0,281.0,290.0,297.0,303.0,291.0
Calistoga94515_,120.0,164.0,181.0,157.0,170.0,104.0,147.0,110.0
Las_Flores,706.0,697.0,638.0,663.0,664.0,694.0,684.0,687.0
Cutler93615_,357.0,361.0,301.0,329.0,327.0,345.0,351.0,339.0
Buellton93427_,474.0,458.0,398.0,424.0,424.0,469.0,445.0,461.0
Goshen93291_,352.0,355.0,295.0,324.0,322.0,340.0,345.0,333.0
Benton_Park_Bakersfield,458.0,450.0,390.0,415.0,416.0,446.0,437.0,439.0
Pacheco,49.4,93.1,88.8,64.7,90.9,34.6,76.5,35.3
Elverta,158.0,202.0,209.0,185.0,207.0,142.0,185.0,148.0
El_Cerrito92881_,695.0,687.0,627.0,653.0,653.0,683.0,674.0,677.0
Tara_Hills,36.9,80.6,92.4,70.0,86.5,20.8,64.0,27.2
Big_Bear_Lake,756.0,748.0,688.0,714.0,715.0,744.0,735.0,738.0
Bear_Valley_Springs93561_,539.0,530.0,471.0,496.0,497.0,527.0,518.0,520.0
Lakeport95453_,192.0,233.0,263.0,241.0,257.0,192.0,235.0,198.0
Willits95490_,220.0,262.0,291.0,269.0,286.0,220.0,263.0,226.0
Bret_Harte95358_,147.0,158.0,143.0,119.0,148.0,135.0,141.0,129.0
Jackson95642_,196.0,219.0,204.0,180.0,209.0,181.0,202.0,182.0
Sonora95370_,222.0,233.0,218.0,194.0,222.0,210.0,215.0,203.0
Lake_Wildwood95946_,237.0,280.0,288.0,264.0,286.0,221.0,264.0,227.0
Needles92363_,894.0,886.0,826.0,852.0,853.0,883.0,873.0,876.0
Denair95316_,169.0,180.0,165.0,141.0,170.0,157.0,163.0,151.0
Salton_City,876.0,868.0,808.0,834.0,834.0,864.0,855.0,858.0
Guerneville95446_,120.0,161.0,191.0,169.0,185.0,120.0,163.0,126.0
Myrtletown,439.0,480.0,510.0,488.0,504.0,438.0,482.0,445.0
Phoenix_Lake_California_94904_,39.1,80.6,112.0,89.6,106.0,40.4,83.6,46.8
Indian_Wells,812.0,803.0,744.0,769.0,770.0,800.0,790.0,793.0
Brisbane,12.9,36.0,66.3,59.1,41.9,30.6,19.4,28.6
Coarsegold93614_,300.0,311.0,251.0,272.0,277.0,289.0,294.0,282.0
Mather95321_,282.0,293.0,278.0,254.0,283.0,270.0,276.0,264.0
Greenacres_Bakersfield93312_,448.0,440.0,380.0,406.0,406.0,436.0,427.0,430.0
Santa_Ynez,477.0,461.0,401.0,426.0,427.0,472.0,448.0,464.0
California_,335.0,338.0,279.0,307.0,305.0,323.0,329.0,317.0
Wrightwood,669.0,661.0,601.0,626.0,627.0,657.0,648.0,650.0
Lake_of_the_Pines95602_,214.0,258.0,265.0,241.0,263.0,198.0,241.0,204.0
Emerald_Hills94062_,49.7,25.8,45.0,32.8,22.4,67.4,20.7,65.3
Armona,346.0,337.0,278.0,303.0,304.0,334.0,325.0,327.0
Granite_Hills,833.0,825.0,765.0,791.0,791.0,821.0,812.0,815.0
Broadmoor94015_,16.8,36.5,77.6,64.7,47.5,34.5,25.0,32.5
Sunnyside_Fresno93727_,306.0,309.0,249.0,278.0,276.0,294.0,299.0,287.0
Brooktrails95490_,228.0,270.0,299.0,277.0,293.0,228.0,271.0,234.0
Portola_Valley,59.2,35.4,42.2,38.9,13.9,77.0,30.3,74.9
Mecca92254_,840.0,832.0,772.0,797.0,798.0,828.0,819.0,821.0
Carmel_Valley93924_,204.0,171.0,129.0,154.0,155.0,200.0,175.0,191.0
Harbison_Canyon,842.0,834.0,774.0,799.0,800.0,830.0,821.0,823.0
Clear_Lake_Riviera95451_,186.0,227.0,248.0,224.0,237.0,171.0,214.0,177.0
Lenwood92311_,658.0,650.0,590.0,615.0,616.0,646.0,637.0,639.0
Ivanhoe93235_,368.0,371.0,311.0,339.0,337.0,356.0,361.0,349.0
Ford_City93268_,446.0,438.0,378.0,404.0,404.0,434.0,425.0,428.0
Bonsall,778.0,769.0,710.0,735.0,736.0,766.0,756.0,759.0
Pixley93256_,396.0,399.0,339.0,368.0,365.0,384.0,389.0,377.0
Lake_San_Marcos92078_,782.0,773.0,714.0,739.0,740.0,770.0,761.0,763.0
Woodbridge95258_,135.0,177.0,162.0,138.0,167.0,121.0,160.0,121.0
Lockeford,155.0,176.0,161.0,136.0,165.0,140.0,158.0,141.0
Bystrom,150.0,161.0,146.0,122.0,150.0,138.0,143.0,131.0
Meiners_Oaks93023_,574.0,558.0,498.0,523.0,524.0,569.0,545.0,561.0
Tarpey_Village_Fresno93727_,309.0,312.0,252.0,281.0,279.0,297.0,302.0,290.0
Del_Mar92014_,789.0,781.0,721.0,746.0,747.0,777.0,768.0,770.0
Running_Springs,733.0,725.0,665.0,690.0,691.0,721.0,712.0,714.0
Weaverville,419.0,463.0,471.0,447.0,469.0,403.0,446.0,409.0
Coronita92882_,684.0,675.0,616.0,641.0,642.0,672.0,662.0,665.0
North_Richmond94801_,34.2,77.8,89.6,67.2,83.7,18.1,61.2,24.5
Santa_Venetia,32.6,74.1,104.0,81.5,98.0,32.4,75.5,38.8
Valley_Springs95252_,186.0,197.0,182.0,158.0,187.0,172.0,180.0,172.0
Meadowbrook92570_,726.0,718.0,658.0,683.0,684.0,714.0,705.0,707.0
Kelseyville95451_,195.0,236.0,245.0,244.0,260.0,194.0,238.0,201.0
Greenfield93927_,227.0,211.0,151.0,176.0,177.0,222.0,198.0,214.0
Bishop93514_,574.0,618.0,579.0,555.0,624.0,558.0,601.0,565.0
North_El_Monte,636.0,627.0,568.0,593.0,594.0,624.0,614.0,617.0
French_Camp95231_,124.0,135.0,120.0,96.3,125.0,113.0,118.0,106.0
Forestville95436_,109.0,151.0,181.0,158.0,175.0,109.0,152.0,115.0
California_,335.0,338.0,279.0,307.0,305.0,323.0,329.0,317.0
San_Joaquin93660_,281.0,273.0,213.0,239.0,240.0,270.0,260.0,263.0
Esparto95627_,131.0,175.0,183.0,159.0,181.0,115.0,158.0,122.0
Planada,222.0,233.0,198.0,194.0,223.0,210.0,216.0,204.0
Rexland_Acres_Bakersfield93307_,466.0,458.0,398.0,423.0,424.0,454.0,445.0,447.0
Wheatland,195.0,239.0,247.0,223.0,245.0,179.0,223.0,186.0
Angels_Camp95222_,216.0,227.0,212.0,188.0,216.0,204.0,209.0,197.0
Olympic_Valley96146_,316.0,360.0,368.0,344.0,366.0,300.0,343.0,306.0
Cambrian_Park95124_,82.7,62.9,17.8,38.3,33.2,84.0,53.8,75.8
Lake_California96022_,329.0,373.0,381.0,357.0,379.0,313.0,356.0,319.0
Fetters_Hot_Springs-Agua_Caliente95476_,76.2,118.0,148.0,125.0,142.0,76.0,119.0,82.4
Hayfork,424.0,468.0,476.0,452.0,474.0,408.0,451.0,414.0
Vandenberg_AFB,457.0,441.0,382.0,407.0,408.0,453.0,428.0,444.0
Auburn_Lake_Trails95614_,211.0,254.0,262.0,238.0,260.0,195.0,238.0,201.0
Mojave93501_,553.0,545.0,485.0,511.0,512.0,542.0,532.0,535.0
Las_Lomas95076_,160.0,116.0,83.8,109.0,110.0,155.0,131.0,147.0
Bella_Vista,358.0,402.0,410.0,386.0,408.0,342.0,385.0,348.0
Shingle_Springs95682_,193.0,237.0,245.0,221.0,243.0,177.0,220.0,184.0
Del_Monte_Forest,199.0,155.0,123.0,149.0,149.0,194.0,170.0,186.0
Campo91906_,899.0,891.0,831.0,857.0,858.0,888.0,878.0,881.0
San_Miguel93451_,314.0,298.0,238.0,263.0,264.0,309.0,285.0,301.0
Loyola,67.8,44.0,25.7,38.5,16.2,85.6,38.9,76.0
Copperopolis95228_,194.0,205.0,190.0,166.0,194.0,182.0,187.0,175.0
Lake_Isabella,523.0,515.0,455.0,481.0,481.0,511.0,502.0,505.0
Jamestown,216.0,227.0,212.0,188.0,217.0,204.0,210.0,198.0
Meadow_Vista,206.0,250.0,258.0,234.0,256.0,190.0,233.0,196.0
Rollingwood94806_,32.1,75.8,87.5,65.1,81.6,16.0,59.2,22.4
Avalon90704_
Lincoln_Village95207_,143.0,154.0,139.0,115.0,143.0,131.0,136.0,124.0
Monte_Sereno95030_,81.2,61.3,20.1,43.7,31.6,89.4,52.3,81.3
Empire95357_,152.0,163.0,148.0,124.0,153.0,141.0,146.0,134.0
West_Menlo_Park94025_,55.5,31.7,37.5,29.5,6.7,73.2,26.6,59.2
Desert_Edge92241_,790.0,782.0,722.0,748.0,748.0,778.0,769.0,772.0
Felton,117.0,83.6,50.7,74.4,67.0,120.0,87.7,112.0
Hidden_Meadows,789.0,780.0,721.0,746.0,747.0,777.0,768.0,770.0
Mission_Hills_Los_Angeles,581.0,572.0,513.0,538.0,539.0,569.0,559.0,562.0
Madera_Ranchos_Bonadelle_Ranchos-Madera_Ranchos93636_,279.0,283.0,223.0,251.0,249.0,268.0,273.0,261.0
Mono_Vista95370_,232.0,243.0,228.0,203.0,232.0,220.0,225.0,213.0
Sea_Cliff93001_,562.0,546.0,486.0,512.0,513.0,557.0,533.0,549.0
Crockett,46.6,90.3,102.0,79.7,96.2,30.5,73.7,36.9
Ridgewood95503_,435.0,476.0,506.0,484.0,500.0,435.0,478.0,441.0
Freedom,138.0,103.0,72.0,95.7,88.3,141.0,109.0,133.0
Day_Valley,133.0,98.0,67.1,90.7,83.3,136.0,104.0,128.0
Humboldt_Hill95503_,433.0,474.0,504.0,482.0,498.0,433.0,476.0,439.0
Rio_Dell95562_,395.0,436.0,466.0,444.0,460.0,395.0,438.0,401.0
Vine_Hill94553_,52.5,96.2,91.9,67.8,94.0,37.6,79.5,38.3
Cottonwood96022_,323.0,367.0,375.0,351.0,373.0,307.0,350.0,313.0
Burney96013_,431.0,474.0,482.0,458.0,480.0,414.0,458.0,421.0
Strathmore93267_,397.0,401.0,341.0,369.0,367.0,385.0,391.0,379.0
Agua_Dulce91390_,600.0,591.0,532.0,557.0,558.0,588.0,579.0,581.0
East_Richmond_Heights,29.8,73.5,85.2,62.8,79.3,13.7,56.8,20.1
Yountville94599_,91.7,135.0,153.0,129.0,141.0,75.6,119.0,82.0
El_Verano95476_,72.1,114.0,143.0,121.0,138.0,71.9,115.0,78.3
Mountain_View_Acres92392_,673.0,664.0,605.0,630.0,631.0,661.0,651.0,654.0
Arbuckle95912_,166.0,210.0,218.0,193.0,215.0,150.0,193.0,156.0
Morada95212_,150.0,161.0,146.0,121.0,150.0,128.0,143.0,131.0
Amesti95076_,141.0,106.0,75.1,98.7,91.3,144.0,112.0,136.0
Winchester,746.0,737.0,678.0,703.0,704.0,734.0,725.0,727.0
Carmel-By-The-Sea93921_,197.0,152.0,121.0,146.0,147.0,192.0,168.0,184.0
Palo_Cedro96073_,345.0,389.0,397.0,373.0,395.0,329.0,372.0,336.0
Mt_Shasta96067_,443.0,486.0,494.0,470.0,492.0,427.0,470.0,433.0
Moss_Beach,36.2,10.9,74.6,69.3,52.0,53.9,31.0,51.9
Desert_View_Highlands93551_,594.0,586.0,526.0,552.0,552.0,582.0,573.0,576.0
Green_Acres92545_,742.0,734.0,674.0,699.0,700.0,730.0,721.0,723.0
Tipton93272_,385.0,389.0,329.0,357.0,355.0,373.0,379.0,367.0
Cutten95503_,439.0,481.0,511.0,488.0,505.0,439.0,482.0,445.0
Val_Verde91384_,560.0,551.0,492.0,517.0,518.0,548.0,539.0,541.0
Reliez_Valley_Lafayette94549_,40.8,84.5,85.0,60.9,82.3,26.0,67.9,26.7
Morongo_Valley92256_,790.0,781.0,722.0,747.0,748.0,778.0,769.0,771.0
San_Antonio_Heights,668.0,659.0,600.0,625.0,626.0,656.0,647.0,649.0
Nevada_City95959_,237.0,281.0,289.0,264.0,286.0,221.0,264.0,227.0
Marin_City94965_,16.8,58.4,99.5,85.1,69.4,36.0,46.9,42.4
Auberry,324.0,327.0,268.0,296.0,294.0,312.0,318.0,306.0
Angwin94508_,121.0,165.0,182.0,158.0,171.0,105.0,148.0,111.0
North_Fork93643_,326.0,329.0,270.0,298.0,296.0,314.0,320.0,308.0
Kings_Beach,322.0,365.0,373.0,349.0,371.0,306.0,349.0,312.0
Pajaro95076_,144.0,109.0,87.7,102.0,94.8,148.0,115.0,140.0
Frazier_Park93225_,509.0,501.0,441.0,466.0,467.0,497.0,488.0,491.0
Lake_Nacimiento93446_,318.0,302.0,242.0,267.0,268.0,313.0,289.0,305.0
San_Andreas95249_,202.0,212.0,197.0,173.0,202.0,187.0,195.0,187.0
Georgetown95634_,223.0,267.0,275.0,251.0,273.0,207.0,250.0,213.0
Stallion_Springs93561_,540.0,532.0,472.0,497.0,498.0,528.0,519.0,521.0
Pine_Mountain_Lake_California_95321_,248.0,259.0,244.0,220.0,248.0,236.0,241.0,229.0
Lucerne,213.0,255.0,292.0,268.0,279.0,213.0,256.0,220.0
Kelly_Ridge_Oroville_East95966_,258.0,301.0,309.0,285.0,307.0,241.0,285.0,248.0
Bayview95503_,433.0,474.0,504.0,482.0,498.0,432.0,476.0,439.0
North_Lakeport95453_,199.0,240.0,270.0,248.0,264.0,198.0,242.0,205.0
North_Shore92254_,856.0,848.0,788.0,813.0,814.0,844.0,835.0,837.0
Casa_Conejo_Santa_Rosa_Valley91320_,604.0,588.0,529.0,554.0,555.0,600.0,575.0,591.0
Fairbanks_Ranch,809.0,801.0,741.0,767.0,767.0,797.0,788.0,791.0
Hoopa95546_,526.0,570.0,578.0,554.0,576.0,510.0,553.0,517.0
Aromas95004_,152.0,136.0,75.9,101.0,102.0,147.0,123.0,139.0
Rancho_Santa_Fe,790.0,782.0,722.0,748.0,748.0,778.0,769.0,772.0
Hartley95688_,97.0,141.0,149.0,125.0,147.0,80.9,124.0,87.3
Dog_Town93517_,442.0,486.0,447.0,423.0,491.0,426.0,469.0,432.0
Bonny_Doon95060_,116.0,68.4,62.9,86.5,79.1,134.0,89.4,124.0
Lake_Shastina_California_96094_,472.0,516.0,524.0,500.0,522.0,456.0,499.0,463.0
Montara,34.4,12.7,76.4,71.0,53.7,52.1,32.8,50.1
Janesville96114_,474.0,518.0,526.0,502.0,524.0,458.0,501.0,465.0
Weed,457.0,501.0,509.0,485.0,507.0,441.0,484.0,448.0
Sage92544_,774.0,765.0,706.0,731.0,732.0,762.0,753.0,755.0
Pine_Grove,208.0,231.0,216.0,192.0,220.0,193.0,213.0,194.0
Idyllwild-Pine_Cove,785.0,777.0,717.0,742.0,743.0,773.0,764.0,766.0
San_Miguel93451_,314.0,298.0,238.0,263.0,264.0,309.0,285.0,301.0
Dixon_Lane-Meadow_Creek93514_,572.0,616.0,578.0,554.0,622.0,556.0,600.0,563.0
Weedpatch,475.0,467.0,407.0,432.0,433.0,463.0,454.0,456.0
Bayview95503_,433.0,474.0,504.0,482.0,498.0,432.0,476.0,439.0
Highland,719.0,711.0,651.0,677.0,677.0,707.0,698.0,701.0
Oasis92274_,851.0,843.0,783.0,809.0,809.0,839.0,830.0,833.0
Ridgemark95023_,157.0,141.0,81.2,107.0,107.0,152.0,128.0,144.0
Loma_Rica,226.0,270.0,278.0,254.0,276.0,210.0,253.0,216.0
Romoland_Menifee,733.0,725.0,665.0,690.0,691.0,721.0,712.0,714.0
Sutter95982_,196.0,240.0,248.0,223.0,245.0,180.0,223.0,186.0
Crest,839.0,830.0,771.0,796.0,797.0,827.0,818.0,820.0
24255_E_Pacific_Coast_Hwy_Malibu90263_,630.0,624.0,565.0,590.0,591.0,618.0,612.0,611.0
Homestead_Valley92285_,775.0,767.0,707.0,732.0,733.0,763.0,754.0,756.0
Edwards_AFB,589.0,581.0,521.0,547.0,548.0,578.0,568.0,571.0
Alturas96101_,576.0,620.0,628.0,604.0,626.0,560.0,604.0,567.0
Biggs95917_,234.0,277.0,285.0,261.0,283.0,218.0,261.0,224.0
South_Oroville95966_,244.0,288.0,296.0,271.0,293.0,228.0,271.0,234.0
Nice,207.0,249.0,279.0,256.0,273.0,207.0,250.0,214.0
